rowid,utility_id_ferc1,plant_name_ferc1,plant_type,installation_year,capacity_mw,peak_demand_mw,plant_hours_connected_while_generating,net_capacity_favorable_conditions_mw,net_capacity_adverse_conditions_mw,net_generation_mwh
685,102,black eagle,Run-of-River,1927.0,21.28,20.0,8688.0,18.0,11.0,156810.441
686,102,cochrane,Run-of-River,1958.0,48.0,57.0,8755.0,54.0,18.0,395102.3
687,102,morony,Run-of-River,1930.0,45.0,49.0,8735.0,48.0,17.0,389669.503
688,102,mystic lake,Storage,1925.0,10.0,11.0,8746.0,11.0,3.0,58886.72
689,102,hauser,Storage,1914.0,17.0,17.0,8752.0,17.0,10.0,139592.0
690,102,holter,Storage,1918.0,38.4,52.0,8760.0,50.0,19.0,375539.0
691,102,kerr,Storage,1954.0,211.68,195.0,8760.0,188.0,41.0,1285459.25
692,102,rainbow,Run-of-River,1917.0,35.6,36.0,8780.0,35.0,22.0,213464.4
693,102,ryan,Run-of-River,1916.0,48.0,60.0,8759.0,60.0,31.0,504120.0
694,102,thompson falls,Storage,1995.0,90.95,88.0,8755.0,86.0,25.0,531582.0
695,106,thorpe,Storage,1941.0,22.0,22.0,5465.0,23.0,22.0,101444.0
696,106,nantahala,Storage,1942.0,43.0,47.0,6590.0,46.0,37.0,273106.0
697,106,tennessee creek,Storage,1955.0,11.0,9.0,4975.0,10.0,7.0,42500.6
698,121,chippewa falls,Run-of-River,1928.0,23.6,23.0,6974.0,23.0,23.0,80493.446
699,121,cornell,Run-of-River,1977.0,30.9,30.0,7950.0,30.0,30.0,94608.9
700,121,holcombe,Run-of-River,1950.0,33.8,34.0,4186.0,33.0,33.0,105937.5
701,121,jim falls,Run-of-River,1988.0,57.4,57.0,7555.0,57.0,57.0,145906.38
702,121,st. croix falls,Run-of-River,1923.0,23.2,53.0,8864.0,22.0,22.0,112843.5
703,121,wissota,Run-of-River,1917.0,36.0,36.0,8178.0,36.0,36.0,151222.4
704,131,mongaup,Storage,1926.0,4.0,4.0,5627.0,4.0,4.0,8268.0
705,131,rio,Storage,1927.0,11.0,12.0,5993.0,11.0,8.0,21343.0
706,131,swinging bridge,Storage,1939.0,12.0,11.0,4804.0,13.0,11.0,9581.0
707,131,grahamsville,Storage,1956.0,18.0,16.0,7602.0,18.0,16.0,117623.0
708,134,grace,Storage,1923.0,33.0,64.0,8715.0,33.0,17.0,232477.0
709,134,merwin,Storage,1958.0,136.0,150.0,8760.0,144.0,95.0,705881.0
710,134,yale,Storage,1953.0,134.0,161.0,6696.0,134.0,99.0,803615.0
711,134,john c. boyle,Storage,1958.0,79.99,91.0,6845.0,90.0,82.0,386267.0
712,134,iron gate,Storage,1962.0,18.0,19.0,8755.0,20.0,20.0,130512.0
713,134,clearwater no. 1,Run-of-River,1953.0,15.0,15.0,8481.0,15.0,12.0,78340.0
714,134,clearwater no. 2,Run-of-River,1953.0,26.0,25.0,7770.0,26.0,26.0,94482.0
715,134,prospect no. 2,Run-of-River,1928.0,32.0,38.0,8722.0,36.0,26.0,216531.0
716,134,olmsted,Run-of-River,1922.0,10.3,9.0,8646.0,7.0,2.0,49121.0
717,134,oneida,Storage,1920.0,30.0,39.0,8203.0,30.0,28.0,111591.0
718,134,soda,Storage,1924.0,14.0,20.0,8306.0,7.0,4.0,49870.0
719,134,swift no. 1,Storage,1958.0,240.0,261.0,8543.0,266.0,140.0,956149.0
720,134,copco no. 1,Storage,1922.0,20.0,27.0,7012.0,26.0,26.0,106750.0
721,134,copco no. 2,Run-of-River,1925.0,27.0,29.0,7003.0,30.0,26.0,149096.0
722,134,soda springs,Run-of-River,1952.0,11.0,14.0,8184.0,12.0,12.0,77958.0
723,134,slide creek,Run-of-River,1951.0,18.0,19.0,8259.0,18.0,17.0,113409.0
724,134,fish creek,Run-of-River,1952.0,11.0,14.0,7954.0,12.0,12.0,67380.0
725,134,lemolo no. 1,Run-of-River,1955.0,29.0,28.0,8473.0,29.0,23.0,202642.0
726,134,lemolo no. 2,Run-of-River,1956.0,33.0,36.0,7960.0,35.0,33.0,222979.0
727,134,toketee,Conventional,1950.0,42.5,45.0,8669.0,42.0,42.0,299324.0
728,136,piney,Run-of-River,1926.0,28.8,28.0,6860.0,28.0,27.0,70852.0
729,136,deep creek,Run-of-River,1925.0,19.2,19.0,7345.0,19.0,18.0,23730.0
730,133,kerckhoff no. 2,Storage,1983.0,139.5,157.0,6841.0,155.0,151.0,695775.0
731,133,west point,Storage,1948.0,13.6,15.0,8507.0,15.0,13.0,108086.0
732,133,balch no. 1,Storage,1927.0,31.0,34.0,5304.0,34.0,34.0,174590.0
733,133,pit no. 5,Storage,1944.0,141.84,164.0,7780.0,156.0,156.0,994825.0
734,133,narrows,Storage,1942.0,10.2,12.0,2681.0,12.0,12.0,24123.0
735,133,coleman,Storage,1979.0,12.15,12.0,7757.0,13.0,5.0,78285.0
736,133,a.g.wishon,Storage,1910.0,12.8,19.0,5562.0,20.0,12.0,45475.0
737,133,kings river,Storage,1962.0,48.6,52.0,6564.0,52.0,52.0,280188.0
738,133,james b. black,Storage,1966.0,168.66,170.0,7398.0,172.0,172.0,709804.0
739,133,wise no. 1,Storage,1917.0,13.6,14.0,7881.0,15.0,15.0,89024.0
740,133,hat creek no. 1,R of R,1921.0,10.0,8.0,8737.0,8.0,4.0,44111.0
741,133,pit no. 1,Storage,1922.0,69.3,65.0,8730.0,61.0,61.0,327627.0
742,133,salt springs,Storage,1953.0,42.03,48.0,8236.0,44.0,34.0,271969.0
743,133,electra,Storage,1948.0,102.5,91.0,8455.0,92.0,92.0,514898.0
744,133,tiger creek,Storage,1931.0,52.28,63.0,8534.0,58.0,58.0,378774.0
745,133,balch no. 2,Storage,1958.0,97.2,108.0,6868.0,105.0,104.0,697469.0
746,133,el dorado,Storage,1924.0,20.0,13.0,8.0,21.0,21.0,185.0
747,133,pit no. 3,Storage,1925.0,80.19,75.0,7688.0,70.0,70.0,460262.0
748,133,pit no. 4,Storage,1955.0,103.5,99.0,7780.0,95.0,95.0,599099.0
749,133,bucks creek,Storage,1928.0,66.0,60.0,4263.0,65.0,53.0,211343.0
750,133,de sabla,R of R,1963.0,18.45,18.0,5944.0,19.0,19.0,53468.0
751,133,cresta,Storage,1950.0,73.8,72.0,6631.0,70.0,72.0,275136.0
752,133,rock creek,Storage,1950.0,124.74,119.0,8272.0,112.0,114.0,590182.0
753,133,haas,Storage,1958.0,135.0,150.0,5704.0,144.0,138.0,719603.0
754,133,belden,Storage,1969.0,117.9,116.0,8468.0,125.0,125.0,537608.0
755,133,butt valley,Storage,1958.0,40.0,41.0,8641.0,40.0,38.0,184395.0
756,133,caribou no. 1,Storage,1924.0,73.85,77.0,8167.0,75.0,74.0,466023.0
757,133,caribou no. 2,Storage,1958.0,117.9,120.0,2684.0,120.0,119.0,234347.0
758,133,pit no. 6,Storage,1965.0,79.2,80.0,7302.0,80.0,80.0,407014.0
759,133,pit no. 7,Storage,1965.0,109.8,112.0,7428.0,112.0,112.0,541741.0
760,133,poe,Storage,1958.0,142.83,124.0,8542.0,120.0,125.0,690028.0
761,133,stanislaus,Storage,1963.0,81.9,92.0,8516.0,91.0,91.0,480231.0
762,133,drum no. 2,Storage,1965.0,53.1,52.0,4744.0,50.0,49.0,233798.0
763,133,dutch flat,Storage,1943.0,22.0,24.0,323.0,22.0,23.0,2654.0
764,133,halsey,Storage,1916.0,13.6,11.0,6846.0,11.0,11.0,53486.0
765,133,hat creek no. 2,Storage,1921.0,10.0,9.0,8431.0,9.0,9.0,56271.0
766,141,bull run,Run-of-River,1922.0,21.0,23.0,8498.0,22.0,21.0,116142.0
767,141,faraday,Run-of-River;Storage,1958.0,36.81,42.0,8760.0,44.0,39.0,200642.0
768,141,pelton,Run-of-River;Storage,1958.0,97.2,122.0,7725.0,124.0,108.0,552907.0
769,141,round butte,Storage,1964.0,247.1,327.0,7856.0,330.0,210.0,1274086.0
770,141,river mill,Run-of-River;Stora,1952.0,18.9,24.0,8760.0,23.0,20.0,120136.0
771,141,oak grove,Run-of-River;Stora,1931.0,51.0,75.0,8704.0,49.0,49.0,285084.0
772,145,boulder,Storage,1911.0,20.0,19.0,5292.0,20.0,5.0,18879.0
773,145,shoshone,Run of River,1909.0,14.0,18.0,8747.0,15.0,8.0,116692.1
774,150,lower baker,Storage,1960.0,71.4,71.0,7730.0,71.0,71.0,475857.44
775,150,upper baker,Storage,1959.0,90.7,103.0,7828.0,103.0,103.0,395741.74
776,150,snoqualmie falls #1,Run of River,1905.0,11.9,7.0,6300.0,13.0,13.0,37561.4
777,150,snoqualmie falls #2,Run of River,1957.0,30.09,36.0,8461.0,31.0,31.0,260799.43
778,150,white river,Run of River,1924.0,70.0,55.0,8590.0,70.0,70.0,262093.1
779,151,roch. sta.5,Run of River,1927.0,40.5,45.0,8760.0,43.0,39.0,173487.0
780,153,safe harbor,Run-of-River,1936.0,417.5,387.0,8760.0,402.0,288.0,912104.0
781,159,parr,Run-of-River,1921.0,15.0,15.0,8755.0,14.0,14.0,75501.0
782,159,columbia,Run-of-River,1929.0,11.0,10.0,8592.0,10.0,10.0,49518.0
783,159,saluda,Storage,1971.0,198.0,201.0,7661.0,206.0,206.0,204329.0
784,159,stevens creek,Run-of-River,1926.0,19.0,18.0,8757.0,9.0,9.0,94510.0
785,168,conowingo,Run of River,1964.0,474.0,506.0,8760.0,512.0,512.0,2403696.0
786,171,santeelah,Storage,1928.0,45.0,42.0,6675.0,41.0,23.0,235218.0
787,171,cheoah,Run-of-River,1949.0,110.0,121.0,7888.0,114.0,114.0,664858.0
788,171,calderwood,Run-of-River,1938.0,121.5,120.0,8001.0,121.0,116.0,743567.0
789,171,chilhowee,Run-of-River,1957.0,50.0,54.0,6378.0,53.0,51.0,229573.0
790,177,osage,Storage,1953.0,208.0,235.0,8341.0,212.0,140.0,572745.7
791,186,roanoke rapids,Daily Storage,1955.0,100.0,105.0,8731.0,99.0,99.0,351958.0
792,186,gaston,Weekly Storage,1963.0,178.0,221.0,4433.0,225.0,225.0,334698.0
793,196,petenwell,Storage,1950.0,20.0,22.0,8760.0,23.0,4.0,115388.0
794,196,castle rock,Storage,1951.0,15.0,19.0,8760.0,20.0,3.0,110939.0
795,188,lake lynn,Run-of-River,1926.0,51.0,55.0,8760.0,52.0,52.0,121848.0
796,187,monroe street,Run-of-River,1992.0,14.82,17.0,8661.0,14.0,14.0,103454.0
797,187,upper falls,Run-of-River,1922.0,10.0,14.0,8699.0,10.0,10.0,80206.0
798,187,cabinet gorge,Storage,1953.0,221.9,234.0,8753.0,240.0,236.0,1298898.0
799,187,noxon rapids,Storage,1977.0,466.2,542.0,8757.0,554.0,530.0,2355921.0
800,187,long lake,Storage,1924.0,70.0,86.0,8760.0,72.0,68.0,574110.0
801,187,nine mile,Run-of-River,1994.0,26.36,22.0,8760.0,29.0,26.0,108714.0
802,187,post falls,Storage,1980.0,14.75,18.0,8760.0,18.0,15.0,101374.0
803,187,little falls,Run-of-River,1911.0,32.0,38.0,8752.0,36.0,36.0,232122.0
804,199,york-haven,Run-of-River,1930.0,19.6,28.0,8760.0,19.0,19.0,133354.0
805,202,eklutna,Storage,1954.0,44.4,39800.0,8326.0,41000.0,39000.0,129896.7
806,2,weiss dam,Storage,1962.0,87.8,90.0,8569.0,90.0,51.0,267961.0
807,2,h. neely henry dam,Storage,1966.0,72.9,73.0,8249.0,77.0,9.0,246373.0
808,2,jordan dam,Run-of-River,1928.0,100.0,130.0,8594.0,128.0,81.0,321817.0
809,2,walter bouldin dam,Run-of-River,1967.0,225.0,238.0,8370.0,240.0,153.0,932219.0
810,2,lewis smith dam,Storage,1962.0,157.5,197.0,8575.0,200.0,164.0,342784.0
811,2,bankhead dam,Run-of-River,1963.0,45.1,51.0,5828.0,54.0,41.0,181440.0
812,2,logan martin dam,Storage,1964.0,128.3,142.0,8510.0,148.0,107.0,481147.0
813,2,lay dam,Run-of-River,1968.0,177.0,185.0,8475.0,194.0,144.0,757038.0
814,2,mitchell dam,Run-of-River,1985.0,170.0,170.0,8507.0,176.0,122.0,630026.0
815,2,martin dam,Storage,1952.0,154.2,164.0,7680.0,169.0,117.0,420863.0
816,2,yates dam,Run-of-River,1928.0,32.0,40.0,6886.0,39.0,28.0,153598.0
817,2,thurlow dam,Run-of-River,1930.0,58.0,67.0,5971.0,67.0,45.0,230234.0
818,2,holt dam,Run-of-River,1968.0,40.0,42.0,8220.0,43.0,11.0,207312.0
819,2,r. l. harris dam,Storage,1983.0,135.0,131.0,8695.0,138.0,100.0,194769.0
820,18,s. murray hydro stn,Run-of-River,1990.0,195.0,201.0,8751.0,201.0,6.0,1046425.0
821,39,shepaug,Run of River,1955.0,37.2,44.0,3329.0,43.0,43.0,118255.055
822,39,stevenson,Run of River,1936.0,30.5,30.0,4005.0,29.0,29.0,92447.76
823,146,amoskeag,Run of River-Storage,1924.0,16.0,17.0,8731.0,18.0,18.0,92380.6
824,146,garvins,Run of River-Storage,1981.0,12.4,11.0,8232.0,12.0,12.0,43946.49
825,146,smith,Run of River-Stge,1949.0,15.0,17.0,8591.0,14.0,11.0,115186.512
826,138,holtwood,Run-of-River,1924.0,108.0,112.0,6641.0,102.0,102.0,543000.0
827,138,wallenpaupack,Storage,1926.0,40.0,44.0,1785.0,44.0,44.0,55529.0
828,197,high rock,Storage,1927.0,33.0,35.0,5616.0,37.0,12.0,133940.9
829,197,tuckertown,Run-of-River,1962.0,42.0,41.0,5513.0,42.0,38.0,142484.38
830,197,narrows,Storage,1924.0,96.5,98.0,5591.0,108.0,80.0,434001.5
831,197,falls,Run-of-River,1922.0,31.5,31.0,5649.0,32.0,22.0,128779.0
832,161,big creek no. 1,Storage,1925.0,85.2,94.0,8760.0,83.0,83.0,628022.0
833,161,big creek no. 2,Storage,1925.0,66.5,74.0,8760.0,67.0,67.0,493720.311
834,161,big creek no. 8,Storage,1929.0,75.0,69.0,8757.0,65.0,65.0,395434.88
835,161,portal power plant,Storage,1956.0,10.8,10.0,8672.0,11.0,11.0,25231.96
836,161,poole plant,Storage,1924.0,11.3,11.0,8582.0,11.0,11.0,46846.417
837,161,big creek no. 2a,Storage,1928.0,110.0,101.0,8747.0,99.0,99.0,582997.989
838,161,big creek no. 3,Storage,1980.0,174.5,185.0,8760.0,182.0,182.0,898482.5
839,161,big creek no. 4,Storage,1951.0,100.0,100.0,8699.0,100.0,100.0,589811.89
840,161,kern river no. 1,Run-of-River,1907.0,25.9,26.0,8754.0,25.0,25.0,205727.771
841,161,kern river no. 3,Run-of-River,1921.0,40.2,37.0,8280.0,37.0,37.0,217094.35
842,161,mammoth pool,Storage,1960.0,190.0,183.0,8704.0,187.0,183.0,835857.4
843,193,peavy falls,Storage,1943.0,12.0,15.0,7181.0,15.0,15.0,70149.1
844,193,big quinnesec,Run of River,1949.0,19.5,20.0,8760.0,15.0,16.0,118323.6
845,57,mathis-terrora,Storage,1925.0,16.0,31.0,8732.0,16.0,16.0,52691.0
846,57,tallulah falls,Run-of-River,1920.0,72.0,71.0,8722.0,73.0,56.0,178898.35
847,57,goat rock,Run-of-River,1956.0,26.0,42.0,8757.0,26.0,26.0,177779.0
848,57,oliver dam,Run-of-River,1959.0,60.0,64.0,8760.0,59.0,59.0,252452.0
849,57,morgan falls,Run-of-River,1923.0,17.0,17.0,8749.0,10.0,9.0,57412.0
850,57,wallace dam,Storage,1980.0,113.0,328.0,2542.0,115.0,115.0,131030.0
851,57,tugalo,Run-of-River,1924.0,45.0,58.0,8754.0,53.0,38.0,120457.0
852,57,yonah,Run-of-River,1925.0,23.0,37.0,8757.0,29.0,19.0,56400.0
853,57,bartletts ferry,Storage,1985.0,173.0,189.0,8760.0,193.0,176.0,491988.748
854,57,north highlands,Run-of-River,1963.0,30.0,41.0,8760.0,36.0,36.0,150880.0
855,57,sinclair dam,Storage,1953.0,45.0,46.0,8759.0,43.0,22.0,148353.0
856,57,lloyd dam,Storage,1916.0,14.0,17.0,8694.0,17.0,11.0,70597.0
857,41,hardy,Run-of-River,1931.0,30.0,30.0,6972.0,32.0,32.0,105351.5
858,41,hodenpyl,Run-of-River,1925.0,18.0,12.0,8760.0,18.0,18.0,43175.0
859,41,tippy,Run-of-River,1918.0,20.0,14.0,8760.0,21.0,21.0,61130.6
860,45,bridgewater,Storage,1919.0,20.0,21.0,4784.0,23.0,19.0,47747.0
861,45,rhodhiss,Storage,1925.0,25.5,29.0,7295.0,28.0,24.0,58523.0
862,45,cowans ford,Storage,1967.0,350.0,301.0,1950.0,380.0,325.0,109826.0
863,45,wylie,Storage,1925.0,60.0,66.0,8735.0,70.0,61.0,150825.0
864,45,rocky creek,Run-of-River,1909.0,28.0,27.0,2043.0,28.0,25.0,35945.0
865,45,cedar creek,Run-of-River,1926.0,45.0,40.0,8726.0,40.0,33.0,126455.0
866,45,keowee,Storage,1971.0,157.5,142.0,766.0,174.0,140.0,29637.0
867,45,oxford,Storage,1928.0,36.0,40.0,8648.0,42.0,35.0,94258.0
868,45,lookout shoals,Run-of-River,1915.0,25.77,29.0,8760.0,28.0,23.0,100112.0
869,45,mountain island,Storage,1923.0,60.0,51.0,8616.0,60.0,48.0,161387.0
870,45,fishing creek,Storage,1916.0,36.72,55.0,8715.0,51.0,40.0,170222.0
871,45,great falls,Run-of-River,1907.0,24.0,28.0,3910.0,28.0,24.0,57429.0
872,45,dearborn,Run-of-River,1923.0,45.0,42.0,8698.0,39.0,36.0,144747.0
873,45,wateree,Storage,1919.0,56.0,71.0,8730.0,78.0,66.0,234601.0
874,45,ninety-nine islands,Run-of-River,1910.0,18.0,20.0,8780.0,21.0,3.0,72920.0
875,45,buzzard roost,Storage,1940.0,15.0,18.0,8205.0,18.0,12.0,56701.0
876,18,s. murray hydro stn,Run-of-River,1990.0,195.0,201.0,8751.0,201.0,6.0,1073560.0
877,19,neversink,Run-of River,1953.0,25.0,24.0,3700.0,22.0,23.0,64232.0
878,19,sturgeon pool,Storage,1924.0,14.4,16.0,4652.0,16.0,16.0,58229.0
879,19,dashville,Run-of-River,1920.0,4.8,8.0,4975.0,5.0,5.0,13995.0
880,19,high falls,Run-of-River,1986.0,3.2,8.0,4387.0,4.0,3.0,7701.0
881,70,bliss,Run-of-River,1950.0,75.0,74.0,8740.0,80.0,76.0,491650.0
882,70,brownlee,Storage,1980.0,585.4,625.0,8758.0,728.0,617.0,3318414.0
883,70,oxbow,Storage,1961.0,190.0,213.0,8757.0,220.0,220.0,1370492.0
884,70,hells canyon,Storage,1967.0,391.5,430.0,8759.0,450.0,136.0,2793698.0
885,70,malad,Run-of-River,1948.0,21.77,31.0,8757.0,24.0,18.0,185704.0
886,70,c j strike,Run-of-River,1952.0,82.8,91.0,8758.0,89.0,88.0,630596.0
887,70,swan falls,Run-of-River,1994.0,25.0,6.0,8429.0,26.0,11.0,139487.0
888,70,upper salmon,Run-of-River,1947.0,34.5,36.0,8759.0,39.0,23.0,261572.0
889,70,shoshone falls,Run-of-River,1921.0,12.5,14.0,8091.0,13.0,6.0,101531.0
890,70,lower salmon,Run-of-River,1949.0,60.0,66.0,8728.0,70.0,68.0,408071.0
891,98,thomson,Storage,1949.0,72.6,73.0,8760.0,75.0,74.0,312620.416
892,98,blanchard,Run of River,1988.0,18.0,18.0,8760.0,18.0,18.0,106687.6
893,98,fond du lac,Storage,1924.0,12.0,12.0,8760.0,12.0,6.0,52197.8
894,113,deerfield #5,Hydro,1974.0,18.0,56.0,3653.0,19.0,10.0,41145.0
895,113,harriman plnt & str,Hydro,1974.0,34.0,41.0,2494.0,45.0,32.0,79293.0
896,113,bellows falls,Hydro,1928.0,41.0,47.0,5831.0,49.0,35.0,180424.0
897,113,wilder,Hydro,1987.0,36.0,43.0,5831.0,43.0,32.0,123129.0
898,113,mcindoes,Hydro,1931.0,11.0,13.0,5578.0,13.0,9.0,40696.0
899,113,fife brook,Hydro,1974.0,11.0,30.0,3777.0,12.0,5.0,24523.0
900,113,vernon,Hydro,1921.0,18.0,75.0,5831.0,26.0,10.0,96463.5
901,113,comerford,Hydro,1930.0,140.0,167.0,5184.0,168.0,127.0,267702.0
902,113,moore,Hydro,1956.0,140.0,193.0,5066.0,200.0,136.0,235440.0
903,121,chippewa falls,Run-of-River,1928.0,23.6,24.0,8760.0,23.0,23.0,47773.473
904,121,cornell,Run-of-River,1977.0,30.9,30.0,8727.0,30.0,30.0,47478.8
905,121,holcombe,Run-of-River,1950.0,33.8,36.0,4655.0,33.0,33.0,65208.3
906,121,jim falls,Run-of-River,1988.0,50.2,57.0,7943.0,57.0,57.0,88692.12
907,121,st. croix falls,Run-of-River,1923.0,23.2,24.0,8760.0,22.0,22.0,98944.5
908,121,wissota,Run-of-River,1917.0,36.0,37.0,8757.0,36.0,36.0,87335.208
909,131,mongaup,Storage,1926.0,4.0,5.0,5927.0,4.0,4.0,10879.0
910,131,rio,Storage,1927.0,11.0,11.0,5669.0,11.0,8.0,23020.0
911,131,swinging bridge,Storage,1939.0,12.0,11.0,6376.0,13.0,11.0,13855.0
912,131,grahamsville,Storage,1956.0,18.0,170.0,5182.0,17.0,16.0,81273.0
913,136,piney,Run-of-River,1926.0,28.8,28.0,3724.0,28.0,27.0,53290.0
914,136,deep creek,Run-of-River,1925.0,19.2,21.0,1839.0,19.0,18.0,25172.0
915,141,bull run,Run-of-River,1922.0,21.0,23.0,7972.0,22.0,21.0,109121.0
916,141,faraday,Run-of-River;Storage,1958.0,36.81,45.0,8757.0,44.0,39.0,182337.0
917,141,north fork, Run-of-River;Stor,1958.0,38.4,54.0,8735.0,54.0,43.0,212492.0
918,141,river mill,Run-of-River;Stora,1952.0,18.9,25.0,8760.0,23.0,20.0,112861.0
919,141,oak grove,Run-of-River;Stora,1931.0,51.0,46.0,8753.0,49.0,49.0,270897.0
920,141,pelton,Run-of-River;Storage,1958.0,97.2,110.0,7029.0,124.0,108.0,488457.0
921,141,round butte,Storage,1964.0,247.1,300.0,7082.0,330.0,210.0,1133384.0
922,141,sullivan, Run-of River,1953.0,15.4,17.0,8613.0,16.0,9.0,127429.0
923,159,parr,Run-of-river,1921.0,15.0,20.0,8747.0,14.0,14.0,70092.0
924,159,columbia,Run-of-river,1929.0,11.0,9.0,8516.0,10.0,10.0,42101.0
925,159,saluda,Storage,1971.0,198.0,210.0,7476.0,206.0,206.0,332152.0
926,159,stevens creek,Run-of-River,1926.0,19.0,27.0,8753.0,9.0,9.0,97962.0
927,168,conowingo,Run of River,1964.0,474.0,477.0,8760.0,512.0,512.0,1722239.0
928,171,santeelah,Storage,1928.0,45.0,42.0,6112.0,41.0,23.0,186611.0
929,171,cheoah,Run-of-River,1949.0,110.0,120.0,6766.0,114.0,114.0,559359.0
930,171,calderwood,Run-of-River,1938.0,121.5,119.0,6870.0,121.0,116.0,612307.0
931,171,chilhowee,Run-of-River,1957.0,50.0,54.0,5742.0,53.0,51.0,193200.0
932,177,osage,Storage,1953.0,208.0,237.0,7684.0,212.0,140.0,1034947.3
933,187,monroe street,Run-of-River,1992.0,14.82,16.0,8653.0,15.0,14.0,109506.0
934,187,upper falls,Run-of-River,1922.0,10.0,12.0,6260.0,10.0,10.0,61404.0
935,187,long lake,Storage,1924.0,70.0,87.0,8760.0,83.0,83.0,513209.0
936,187,nine mile,Run-of-River,1994.0,26.36,25.0,8760.0,29.0,23.0,124690.0
937,187,post falls,Storage,1980.0,14.75,18.0,8760.0,18.0,15.0,91378.0
938,187,cabinet gorge,Storage,1953.0,221.9,237.0,8756.0,236.0,209.0,1047704.0
939,187,noxon rapids,Storage,1977.0,466.2,550.0,8760.0,528.0,343.0,1688285.0
940,187,little falls,Run-of-River,1911.0,32.0,38.0,8760.0,36.0,35.0,215531.0
941,188,lake lynn,Run-of-River,1926.0,51.0,54.0,8760.0,52.0,52.0,122761.0
942,193,peavy falls,Storage,1943.0,12.0,16.0,5802.0,15.0,15.0,46091.1
943,193,big quinnesec,Run of River,1949.0,19.5,20.0,8758.0,16.0,15.0,84584.6
944,197,high rock,Storage,1927.0,33.0,37.0,5390.0,37.0,12.0,153093.1
945,197,tuckertown,Run-of-River,1962.0,42.0,41.0,5411.0,42.0,38.0,148724.4
946,197,narrows,Storage,1924.0,96.5,116.0,5433.0,108.0,80.0,489253.5
947,197,falls,Run-of-River,1922.0,31.5,32.0,5555.0,32.0,22.0,134293.5
948,199,york-haven,Run-of-River,1930.0,19.6,29.0,8755.0,19.0,19.0,119572.0
949,134,grace,Storage,1923.0,33.0,33.0,8761.0,33.0,17.0,259312.0
950,134,olmsted,Run-of-River,1922.0,10.3,9.0,8662.0,7.0,2.0,56240.0
951,134,oneida,Storage,1920.0,30.0,30.0,8698.0,30.0,28.0,113059.0
952,134,soda,Storage,1924.0,14.0,9.0,8727.0,7.0,4.0,54666.0
953,134,merwin,Storage,1958.0,136.0,178.0,8758.0,144.0,95.0,563537.0
954,134,yale,Storage,1953.0,134.0,170.0,5461.0,134.0,99.0,638378.0
955,134,swift no. 1,Storage,1958.0,240.0,263.0,5804.0,266.0,140.0,738349.0
956,134,copco no. 1,Storage,1922.0,20.0,27.0,7577.0,26.0,26.0,152211.0
957,134,copco no. 2,Run-of-River,1925.0,27.0,32.0,7532.0,30.0,26.0,181180.0
958,134,john c. boyle,Storage,1958.0,79.99,90.0,7259.0,90.0,82.0,491766.0
959,134,iron gate,Storage,1962.0,18.0,20.0,8741.0,20.0,20.0,142847.0
960,134,soda springs,Run-of-River,1952.0,11.0,14.0,8425.0,12.0,12.0,77094.0
961,134,slide creek,Run-of-River,1951.0,18.0,18.0,8743.0,18.0,17.0,112342.0
962,134,fish creek,Run-of-River,1952.0,11.0,14.0,7337.0,12.0,12.0,68066.0
963,134,clearwater no. 1,Run-of-River,1953.0,15.0,15.0,8599.0,15.0,12.0,70895.0
964,134,clearwater no. 2,Run-of-River,1953.0,26.0,20.0,7712.0,26.0,26.0,70352.0
965,134,lemolo no. 1,Run-of-River,1955.0,29.0,28.0,8133.0,29.0,23.0,166380.0
966,134,lemolo no. 2,Run-of-River,1956.0,33.0,36.0,8729.0,35.0,33.0,226787.0
967,134,toketee,Conventional,1950.0,42.5,45.0,8757.0,42.0,42.0,276322.0
968,134,prospect no. 2,Run-of-River,1928.0,32.0,39.0,8643.0,36.0,26.0,253495.0
969,151,roch. sta.5,Run of River,1927.0,40.5,45.0,8760.0,43.0,39.0,150779.0
970,153,safe harbor,Run-of-River,1936.0,417.5,394.0,8760.0,402.0,288.0,1147.29
971,150,lower baker,Storage,1960.0,71.4,72.0,5887.0,71.0,71.0,339178.24
972,150,upper baker,Storage,1959.0,90.7,104.0,4697.0,103.0,103.0,319975.44
973,150,snoqualmie falls #1,Run of River,1905.0,11.9,7.0,5430.0,13.0,13.0,27496.4
974,150,snoqualmie falls #2,Run of River,1957.0,30.09,36.0,8278.0,31.0,31.0,222889.28
975,150,white river,Run of River,1924.0,70.0,56.0,6279.0,70.0,70.0,254836.0
976,2,weiss dam,Storage,1962.0,87.8,89.0,8641.0,90.0,51.0,255118.0
977,2,h. neely henry dam,Storage,1966.0,72.9,72.0,8668.0,77.0,9.0,225738.0
978,2,logan martin dam,Storage,1964.0,128.3,137.0,8601.0,148.0,107.0,433264.0
979,2,lay dam,Run-of-River,1968.0,177.0,186.0,8492.0,194.0,144.0,678313.0
980,2,mitchell dam,Run-of-River,1985.0,170.0,168.0,8581.0,176.0,122.0,558250.0
981,2,jordan dam,Run-of-River,1928.0,100.0,130.0,8624.0,128.0,81.0,343990.0
982,2,walter bouldin dam,Run-of-River,1967.0,225.0,234.0,8565.0,240.0,153.0,758290.0
983,2,martin dam,Storage,1952.0,154.2,161.0,8425.0,169.0,117.0,418123.0
984,2,yates dam,Run-of-River,1928.0,32.0,45.0,7979.0,39.0,28.0,162438.0
