rowid,utility_id_ferc1,plant_name_ferc1,plant_type,installation_year,capacity_mw,peak_demand_mw,plant_hours_connected_while_generating,net_capacity_favorable_conditions_mw,net_capacity_adverse_conditions_mw,net_generation_mwh
3260,121,chippewa falls,Peaking,1928.0,21.6,23.0,8770.0,12.0,12.0,50755.354
3261,121,cornell,Peaking,1977.0,35.25,31.0,7325.0,20.0,20.0,57257.629
3262,121,eau claire dells,Peaking,2009.0,12.43,11.0,7917.0,7.0,7.0,30413.0
3263,121,holcombe,Peaking,1950.0,33.75,24.0,5008.0,22.0,22.0,58107.1
3264,121,jim falls,Peaking,1988.0,59.8,55.0,5494.0,25.0,25.0,87870.82
3265,121,st croix falls,Peaking,1911.0,23.2,39.0,8776.0,15.0,12.0,100784.5
3266,121,wissota,Peaking,1917.0,37.7,31.0,8780.0,18.0,18.0,94714.576
3267,187,monroe street,Run-of-River,1992.0,14.8,19.0,8298.0,15.0,15.0,102158.0
3268,187,upper falls,Run-of-River,1922.0,10.0,13.0,7236.0,10.0,10.0,59630.0
3269,187,nine mile falls,Run-of-River,1994.0,26.4,22.0,8715.0,18.0,18.0,106194.0
3270,187,post falls,Storage,1980.0,14.8,26.0,8186.0,18.0,18.0,82967.0
3271,187,cabinet gorge,Storage,1953.0,265.0,264.0,8740.0,295.0,255.0,1198885.0
3272,187,noxon rapids,Storage,1977.0,480.6,537.0,8748.0,622.0,580.0,1822999.0
